repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.9019867549668874,0.7827079734052382,0.7967157527781894,0.7858910077133634,0.9166972012240022,"[0.9348370927318295, 0.8368176538908247, 0.899236641221374, 0.9109890109890111, 0.8809055118110236, 0.9247491638795987, 0.9631255487269534, 0.9370015948963316, 0.9101921470342522, 0.9691176470588235]"
