repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.9,0.8344291500081761,0.8632470518064853,0.8449169529359544,0.9244769538113135,"[0.9470404984423675, 0.9030032467532467, 0.9837719298245614, 0.9262385321100917, 0.9581651376146789, 0.9010038075458636, 0.9338235294117647, 0.8561576354679804, 0.8962121212121211, 0.9393530997304583]"
