repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.9365771812080537,0.8912942759360692,0.8943526447631596,0.8916098519013271,0.9634898909466546,"[0.9800224466891133, 0.9759411050394657, 0.9669166666666666, 0.9340833333333334, 0.9812944257388703, 0.9561290322580646, 0.9523904914529915, 0.9554166666666666, 0.9727014632015724, 0.9600032784198016]"
