repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.903448275862069,0.7328575257149159,0.7384767123266014,0.7221839989154301,0.882291897891232,"[0.7467948717948718, 0.7811320754716982, 0.9283018867924528, 0.875, 0.9327731092436974, 0.7756410256410257, 0.9166666666666667, 0.9811320754716981, 0.9495798319327731, 0.9358974358974359]"
