repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.935576923076923,0.8638208472455033,0.8558208109382571,0.8533075991413582,0.9141257612835908,"[0.989010989010989, 0.8657670454545455, 0.8317836010143702, 0.8849206349206349, 0.8559782608695652, 0.9483146067415731, 0.9138297872340426, 0.9603174603174603, 0.8913352272727273, 1.0]"
